,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,2050,2100,2150,2200,2250,2300,2350,2400,2450,2500,2550,2600,2650,2700,2750,2800,2850,2900,2950,3000,3050,3100,3150,3200,3250,3300,3350,3400,3450,3500,3550,3600,3650,3700,3750,3800,3850,3900,3950,4000,4050,4100,4150,4200,4250,4300,4350,4400,4450,4500,4550,4600,4650,4700,4750,4800,4850,4900,4950,5000,5050,5100,5150,5200,5250,5300,5350,5400,5450,5500,5550,5600,5650,5700,5750,5800,5850,5900,5950,6000,6050,6100,6150,6200,6250,6300,6350,6400,6450,6500,6550,6600,6650,6700,6750,6800,6850,6900,6950,7000,7050,7100,7150,7200,7250,7300,7350,7400,7450,7500,7550,7600,7650,7700,7750,7800,7850,7900,7950,8000,8050,8100,8150,8200,8250,8300,8350,8400,8450,8500,8550,8600,8650,8700,8750,8800,8850,8900,8950,9000,9050,9100,9150,9200,9250,9300,9350,9400,9450,9500,9550,9600,9650,9700,9750,9800,9850,9900,9950,10000,
Binary Search Tree,456.660004,884.179993,1307.500000,1627.500000,1998.319946,2493.340088,2965.000000,3586.659912,3799.159912,4169.180176,4746.660156,4991.680176,5520.000000,5848.339844,6158.319824,6546.660156,6666.660156,7751.660156,8441.660156,8171.660156,9009.160156,9241.660156,9897.500000,9535.000000,10688.320312,11257.500000,11381.660156,11482.500000,13890.000000,12556.660156,12650.820312,13975.839844,14547.500000,15752.500000,16407.500000,15347.500000,17572.500000,17295.839844,17396.660156,17296.679688,19651.679688,19927.500000,18559.160156,19618.339844,20849.160156,20925.839844,20589.160156,20113.339844,20790.839844,22830.820312,24262.500000,21315.839844,21974.160156,25054.160156,23829.160156,24835.000000,25658.339844,26721.660156,27369.179688,25047.500000,25409.160156,26425.839844,26670.820312,28725.000000,24744.179688,27884.160156,27500.839844,29346.660156,27361.679688,27662.500000,26255.000000,29219.160156,29015.000000,29506.660156,31200.820312,25974.160156,28144.179688,28955.839844,32300.839844,30450.000000,29395.820312,29526.660156,32973.320312,32950.000000,33768.339844,30804.179688,34738.339844,29886.679688,34566.660156,38045.000000,31192.500000,36170.000000,34997.500000,35850.000000,32953.339844,34934.179688,32835.820312,34917.500000,35903.339844,32965.839844,39421.679688,35766.679688,37865.000000,38743.320312,36921.660156,40797.500000,38775.839844,33850.839844,34596.660156,33498.339844,34423.320312,37000.000000,37107.500000,35515.000000,38065.820312,45090.000000,35614.160156,44460.000000,40624.160156,40465.000000,40837.500000,39629.160156,40982.500000,44805.000000,42046.660156,39610.820312,41315.000000,41106.660156,42794.160156,45048.339844,37296.660156,37757.500000,39539.179688,37624.160156,44746.660156,43798.320312,42508.339844,38532.500000,39918.320312,38730.000000,39909.179688,41149.160156,44099.160156,47520.839844,42588.320312,47183.320312,39605.000000,42285.000000,45585.839844,42125.000000,47335.839844,45873.339844,42861.660156,45284.160156,42836.660156,44772.500000,43095.000000,51593.339844,47293.320312,41138.320312,50352.500000,49919.179688,44000.000000,37789.160156,42160.839844,45868.339844,41245.839844,47286.679688,45310.000000,47628.339844,42137.500000,49236.660156,46953.320312,46763.320312,48240.839844,44645.839844,44684.160156,49767.500000,44117.500000,45052.500000,45310.000000,42989.160156,51823.339844,49163.339844,47371.660156,51820.000000,49703.339844,46424.160156,49569.160156,52220.839844,45210.000000,42487.500000,42976.660156,49996.660156,48050.839844,51023.339844,40312.500000,50005.000000,49571.679688,48700.820312,
AVL Tree,30.840000,30.000000,30.000000,29.160000,31.660000,32.500000,35.000000,36.680000,34.180000,35.000000,40.000000,40.840000,36.680000,40.000000,35.820000,38.320000,35.820000,43.340000,40.000000,40.840000,40.820000,39.160000,48.340000,44.180000,41.660000,41.680000,43.320000,43.320000,40.840000,42.500000,46.660000,40.000000,41.660000,45.000000,41.660000,45.000000,50.000000,40.840000,49.160000,46.660000,50.000000,49.160000,46.660000,47.500000,50.840000,52.500000,52.500000,50.820000,54.160000,228.320007,46.680000,57.500000,52.500000,52.500000,55.840000,49.160000,59.160000,51.680000,50.840000,56.660000,54.160000,64.160004,55.000000,60.820000,58.320000,60.000000,56.660000,62.500000,60.840000,65.839996,56.660000,62.500000,70.839996,61.680000,64.160004,58.340000,63.340000,60.000000,61.680000,65.820000,64.160004,66.660004,66.660004,70.000000,78.339996,67.500000,72.500000,70.000000,75.820000,82.500000,80.839996,71.660004,77.500000,71.660004,81.660004,73.339996,83.339996,75.820000,75.000000,85.000000,78.339996,75.839996,65.000000,72.500000,82.500000,68.339996,77.500000,92.500000,77.500000,85.000000,89.180000,80.839996,80.820000,85.839996,73.339996,88.339996,94.160004,70.820000,81.660004,87.500000,100.000000,85.000000,89.160004,94.160004,91.660004,89.180000,100.839996,101.660004,97.500000,102.500000,85.820000,91.660004,92.500000,107.500000,93.339996,98.320000,105.839996,102.500000,99.180000,95.839996,91.660004,100.820000,109.180000,101.680000,112.500000,96.660004,99.160004,110.820000,102.500000,99.180000,93.320000,108.339996,104.180000,106.660004,103.339996,115.000000,102.500000,105.839996,108.339996,112.500000,115.000000,104.160004,103.320000,106.660004,102.500000,105.000000,117.500000,121.660004,115.000000,105.839996,115.839996,107.500000,109.160004,117.500000,117.500000,112.500000,115.839996,117.500000,116.660004,110.000000,115.000000,116.680000,115.000000,118.320000,118.339996,254.179993,113.339996,124.180000,120.839996,120.820000,124.160004,117.500000,117.500000,125.000000,121.680000,120.000000,122.500000,315.820007,118.339996,125.000000,
Red Black Tree,35.000000,40.000000,41.660000,46.660000,47.500000,48.340000,48.340000,50.840000,50.000000,49.180000,54.160000,53.320000,51.660000,56.660000,54.160000,55.840000,58.320000,58.340000,60.000000,59.160000,62.500000,63.340000,62.500000,61.660000,59.160000,60.840000,62.500000,60.000000,60.820000,64.180000,66.680000,69.160004,64.160004,65.839996,66.660004,67.500000,72.500000,66.660004,73.339996,69.180000,75.000000,71.680000,70.000000,66.680000,72.500000,70.820000,67.500000,67.500000,67.500000,70.000000,69.160004,72.500000,71.660004,70.839996,70.839996,69.160004,70.839996,70.820000,74.160004,70.820000,70.839996,76.660004,71.680000,75.000000,75.000000,78.320000,75.820000,75.000000,79.160004,70.820000,74.160004,74.180000,78.339996,74.180000,75.820000,77.500000,80.820000,76.660004,74.160004,77.500000,77.500000,91.660004,90.839996,90.839996,86.660004,89.160004,88.339996,91.680000,89.160004,91.660004,88.320000,91.660004,89.180000,91.660004,90.820000,90.000000,92.500000,95.839996,89.160004,96.660004,90.000000,94.180000,97.500000,94.160004,94.160004,95.000000,97.500000,95.000000,98.320000,96.660004,95.839996,97.500000,98.320000,98.339996,97.500000,100.839996,97.500000,94.160004,103.339996,99.180000,99.160004,104.160004,104.160004,105.820000,108.339996,100.839996,105.820000,105.839996,106.660004,110.000000,100.820000,107.500000,113.339996,107.500000,109.180000,105.839996,110.839996,109.180000,110.000000,105.839996,111.660004,110.839996,109.160004,113.339996,106.660004,109.180000,112.500000,114.160004,115.839996,110.820000,115.839996,115.839996,115.839996,111.660004,110.000000,114.180000,115.000000,109.160004,119.180000,118.339996,117.500000,111.680000,114.160004,115.000000,120.000000,115.000000,121.680000,123.339996,117.500000,116.660004,125.000000,124.160004,123.339996,121.680000,120.000000,122.500000,124.180000,110.839996,120.000000,121.680000,125.000000,125.000000,120.000000,123.339996,124.160004,122.500000,119.180000,120.839996,125.000000,125.820000,123.320000,134.160004,126.660004,130.839996,125.839996,128.320007,126.660004,127.500000,127.500000,128.339996,
Splay Tree,10.820000,11.680000,8.340000,8.320000,36.660000,38.340000,27.500000,24.160000,29.160000,29.160000,25.840000,15.820000,39.160000,20.000000,26.660000,29.160000,25.840000,26.660000,23.340000,28.340000,44.180000,24.160000,45.000000,38.340000,44.160000,35.000000,28.340000,36.660000,45.820000,25.000000,47.500000,43.340000,44.160000,46.660000,44.160000,39.160000,29.180000,39.180000,46.660000,49.180000,58.340000,30.840000,48.320000,41.680000,39.180000,47.500000,41.680000,43.320000,60.840000,77.500000,49.180000,50.840000,65.839996,55.820000,59.160000,65.820000,45.000000,46.660000,65.000000,70.000000,65.839996,58.340000,75.000000,58.340000,71.660004,255.000000,67.500000,68.339996,93.339996,72.500000,70.839996,94.160004,65.839996,94.180000,82.500000,76.660004,75.000000,79.180000,89.160004,96.660004,87.500000,100.839996,87.500000,100.000000,110.000000,83.320000,86.660004,97.500000,86.680000,85.839996,92.500000,85.000000,91.660004,108.320000,102.500000,95.000000,68.339996,89.180000,108.320000,101.680000,118.339996,115.000000,103.339996,119.180000,130.000000,110.000000,117.500000,117.500000,109.160004,94.160004,105.839996,110.839996,108.320000,120.000000,100.000000,115.839996,122.500000,114.160004,133.320007,128.320007,111.680000,125.000000,114.160004,108.320000,128.320007,117.500000,110.000000,131.660004,128.320007,126.660004,117.500000,121.660004,128.339996,116.680000,130.839996,141.660004,109.160004,125.820000,122.500000,121.660004,149.160004,124.160004,145.000000,128.320007,139.160004,138.320007,155.000000,145.839996,150.000000,152.500000,130.000000,150.000000,146.660004,150.820007,159.160004,157.500000,140.839996,143.339996,155.839996,155.000000,153.339996,172.500000,160.839996,152.500000,140.000000,146.660004,185.000000,155.000000,158.339996,168.339996,159.160004,159.160004,146.660004,175.000000,165.000000,160.000000,154.160004,169.160004,173.339996,166.660004,159.160004,175.820007,169.179993,184.160004,168.320007,167.500000,170.839996,175.000000,176.660004,164.160004,175.839996,177.500000,185.000000,175.000000,164.179993,181.679993,178.339996,183.320007,176.679993,189.179993,
